subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
79,1,2025-03-24,0-30min,17,11,293,0.21428571428571427
79,2,2025-03-25,0-30min,26,13,195,0.3333333333333333
79,3,2025-03-26,0-30min,20,13,126,0.21212121212121213
79,4,2025-03-27,0-30min,24,22,86,0.043478260869565216
79,5,2025-03-28,0-30min,48,21,81,0.391304347826087
79,6,2025-03-31,0-30min,27,21,75,0.125
79,7,2025-04-01,0-30min,25,11,76,0.3888888888888889
79,8,2025-04-02,0-30min,32,9,74,0.5609756097560976
79,9,2025-04-03,0-30min,16,5,94,0.5238095238095238
79,10,2025-04-04,0-30min,16,11,106,0.18518518518518517
79,11,2025-04-07,0-30min,21,7,142,0.5
79,12,2025-04-08,0-30min,35,10,152,0.5555555555555556
79,13,2025-04-09,0-30min,27,8,80,0.5428571428571428
79,14,2025-04-10,0-30min,34,9,110,0.5813953488372093
79,15,2025-04-11,0-30min,10,4,89,0.42857142857142855
