subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
86,1,2025-03-24,0-30min,16,2,100,0.7777777777777778
86,2,2025-03-25,0-30min,2,3,64,-0.2
86,3,2025-03-26,0-30min,10,3,132,0.5384615384615384
86,4,2025-03-27,0-30min,2,1,113,0.3333333333333333
86,5,2025-03-28,0-30min,2,2,84,0.0
86,6,2025-03-31,0-30min,6,0,52,1.0
86,7,2025-04-01,0-30min,3,4,49,-0.14285714285714285
86,8,2025-04-02,0-30min,0,4,22,-1.0
86,9,2025-04-03,0-30min,2,1,48,0.3333333333333333
86,10,2025-04-04,0-30min,2,1,25,0.3333333333333333
86,11,2025-04-07,0-30min,1,0,16,1.0
86,12,2025-04-08,0-30min,5,4,62,0.1111111111111111
86,13,2025-04-09,0-30min,4,4,43,0.0
86,14,2025-04-10,0-30min,2,3,27,-0.2
86,15,2025-04-11,0-30min,10,8,33,0.1111111111111111
