subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
93,1,2025-03-24,60-120min,2,3,6,-0.2
93,2,2025-03-25,60-120min,47,22,134,0.36231884057971014
93,3,2025-03-26,60-120min,52,32,153,0.23809523809523808
93,4,2025-03-27,60-120min,56,36,88,0.21739130434782608
93,5,2025-03-28,60-120min,36,46,99,-0.12195121951219512
93,6,2025-03-31,60-120min,43,50,128,-0.07526881720430108
93,7,2025-04-01,60-120min,34,37,99,-0.04225352112676056
93,8,2025-04-02,60-120min,59,41,94,0.18
93,9,2025-04-03,60-120min,44,46,110,-0.022222222222222223
93,10,2025-04-04,60-120min,38,34,93,0.05555555555555555
93,11,2025-04-07,60-120min,56,33,49,0.25842696629213485
93,12,2025-04-08,60-120min,43,35,89,0.10256410256410256
93,13,2025-04-09,60-120min,40,23,52,0.2698412698412698
93,14,2025-04-10,60-120min,46,43,41,0.033707865168539325
93,15,2025-04-11,60-120min,56,50,60,0.05660377358490566
