subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-24,60-120min,55,22,169,0.42857142857142855
92,2,2025-03-25,60-120min,48,18,131,0.45454545454545453
92,3,2025-03-26,60-120min,55,29,108,0.30952380952380953
92,4,2025-03-27,60-120min,58,63,63,-0.04132231404958678
92,5,2025-03-28,60-120min,66,52,53,0.11864406779661017
92,6,2025-03-31,60-120min,75,48,91,0.21951219512195122
92,7,2025-04-01,60-120min,39,40,86,-0.012658227848101266
92,8,2025-04-02,60-120min,45,74,86,-0.24369747899159663
92,9,2025-04-03,60-120min,52,43,87,0.09473684210526316
92,10,2025-04-04,60-120min,48,73,42,-0.2066115702479339
92,11,2025-04-07,60-120min,40,68,73,-0.25925925925925924
92,12,2025-04-08,60-120min,50,78,127,-0.21875
92,13,2025-04-09,60-120min,48,65,100,-0.1504424778761062
92,14,2025-04-10,60-120min,49,57,96,-0.07547169811320754
92,15,2025-04-11,60-120min,66,61,85,0.03937007874015748
