subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-24,60-120min,45,4,1531,0.8367346938775511
80,2,2025-03-25,60-120min,31,3,680,0.8235294117647058
80,3,2025-03-26,60-120min,36,7,139,0.6744186046511628
80,4,2025-03-27,60-120min,19,14,526,0.15151515151515152
80,5,2025-03-28,60-120min,32,15,197,0.3617021276595745
80,6,2025-03-31,60-120min,41,9,194,0.64
80,7,2025-04-01,60-120min,65,17,87,0.5853658536585366
80,8,2025-04-02,60-120min,73,11,123,0.7380952380952381
80,9,2025-04-03,60-120min,43,13,79,0.5357142857142857
80,10,2025-04-04,60-120min,35,15,68,0.4
80,11,2025-04-07,60-120min,31,1,3,0.9375
80,12,2025-04-08,60-120min,17,11,142,0.21428571428571427
80,13,2025-04-09,60-120min,26,2,156,0.8571428571428571
80,14,2025-04-10,60-120min,0,2,3,-1.0
80,15,2025-04-11,60-120min,26,15,71,0.2682926829268293
