subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
79,1,2025-03-24,60-120min,21,18,478,0.07692307692307693
79,2,2025-03-25,60-120min,26,34,271,-0.13333333333333333
79,3,2025-03-26,60-120min,20,12,289,0.25
79,4,2025-03-27,60-120min,38,18,186,0.35714285714285715
79,5,2025-03-28,60-120min,41,22,159,0.30158730158730157
79,6,2025-03-31,60-120min,35,17,155,0.34615384615384615
79,7,2025-04-01,60-120min,29,17,155,0.2608695652173913
79,8,2025-04-02,60-120min,38,16,233,0.4074074074074074
79,9,2025-04-03,60-120min,20,24,202,-0.09090909090909091
79,10,2025-04-04,60-120min,37,7,199,0.6818181818181818
79,11,2025-04-07,60-120min,36,36,167,0.0
79,12,2025-04-08,60-120min,34,16,123,0.36
79,13,2025-04-09,60-120min,32,27,136,0.0847457627118644
79,14,2025-04-10,60-120min,23,12,125,0.3142857142857143
79,15,2025-04-11,60-120min,25,12,157,0.35135135135135137
