date,session_number,n_subjects,time_window,active_mean,active_sem,inactive_mean,inactive_sem,reinforcers_mean,reinforcers_sem,di_mean,di_sem,subjects
2025-03-24,1,10,60-120min,44.3,12.336976939266767,18.8,4.415427499121687,353.8,133.92929477899895,0.24872438980491757,0.1215668592655017,"79,80,82,84,90,91,92,93,94,95"
2025-03-25,2,10,60-120min,39.0,9.648834126463155,13.1,2.9375159574034653,240.3,63.94873728229509,0.3469884827685339,0.1653925375025769,"79,80,82,84,90,91,92,93,94,95"
2025-03-26,3,10,60-120min,35.9,7.104153714553196,14.3,3.3616960005330636,243.1,72.88435360212779,0.3965985281192975,0.07740717620970758,"79,80,82,84,90,91,92,93,94,95"
2025-03-27,4,10,60-120min,31.3,5.753346852050552,19.1,5.65057519196055,231.8,73.9909183616476,0.28565849224535156,0.07841190479284829,"79,80,82,84,90,91,92,93,94,95"
2025-03-28,5,10,60-120min,28.8,5.15906968357668,19.3,4.959939515760247,145.6,24.340994227845336,0.2309419425748927,0.07516200252802338,"79,80,82,84,90,91,92,93,94,95"
2025-03-31,6,10,60-120min,28.2,6.63144026588493,18.1,5.080255899066502,142.4,26.293421230414268,0.18415083351826073,0.08594917627514291,"79,80,82,84,90,91,92,93,94,95"
2025-04-01,7,10,60-120min,27.5,5.3967582862307255,17.6,3.6474648730316788,106.8,25.186027872612225,0.1055938036005005,0.12995813416400073,"79,80,82,84,90,91,92,93,94,95"
2025-04-02,8,10,60-120min,32.5,6.648684080327475,19.5,6.623065755373413,174.3,55.16195246725771,0.2756857962189507,0.10149746811681302,"79,80,82,84,90,91,92,93,94,95"
2025-04-03,9,10,60-120min,26.7,5.079468476130156,17.5,4.746050990033714,102.5,18.82352251838109,0.24713814393380956,0.09849181702594986,"79,80,82,84,90,91,92,93,94,95"
2025-04-04,10,10,60-120min,29.8,5.09077597228556,18.3,6.505459245894942,90.7,16.21052127477707,0.299700106891426,0.13573500988809672,"79,80,82,84,90,91,92,93,94,95"
2025-04-07,11,10,60-120min,26.7,4.772944583797302,19.0,6.431174076325411,78.5,19.65515199635963,0.29387547798516556,0.12009638543780003,"79,80,82,84,90,91,92,93,94,95"
2025-04-08,12,10,60-120min,27.7,4.317522437695025,19.4,7.027375043357228,94.1,15.427540309459573,0.3114763453964582,0.11302497642752872,"79,80,82,84,90,91,92,93,94,95"
2025-04-09,13,10,60-120min,26.9,4.114486602238486,17.6,5.911345024611572,99.4,16.514357389859285,0.41052613664321375,0.11680040099760187,"79,80,82,84,90,91,92,93,94,95"
2025-04-10,14,10,60-120min,20.6,4.931936739253657,15.9,5.6310744978201095,81.3,18.30084697493534,0.084847236763636,0.13489143650449434,"79,80,82,84,90,91,92,93,94,95"
2025-04-11,15,10,60-120min,24.6,6.248519824726492,20.1,6.192656941894973,92.9,19.63438310719234,0.15243202953056526,0.07544007707836785,"79,80,82,84,90,91,92,93,94,95"
