subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-24,60-120min,3,12,77,-0.6
94,2,2025-03-25,60-120min,20,4,111,0.6666666666666666
94,3,2025-03-26,60-120min,13,5,136,0.4444444444444444
94,4,2025-03-27,60-120min,10,6,86,0.25
94,5,2025-03-28,60-120min,9,5,181,0.2857142857142857
94,6,2025-03-31,60-120min,6,12,118,-0.3333333333333333
94,7,2025-04-01,60-120min,8,7,54,0.06666666666666667
94,8,2025-04-02,60-120min,11,13,61,-0.08333333333333333
94,9,2025-04-03,60-120min,9,8,73,0.058823529411764705
94,10,2025-04-04,60-120min,6,14,109,-0.4
94,11,2025-04-07,60-120min,19,17,119,0.05555555555555555
94,12,2025-04-08,60-120min,16,3,106,0.6842105263157895
94,13,2025-04-09,60-120min,11,4,162,0.4666666666666667
94,14,2025-04-10,60-120min,11,11,103,0.0
94,15,2025-04-11,60-120min,8,7,145,0.06666666666666667
