subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-24,0-180min,138,12,3971,0.84
80,2,2025-03-25,0-180min,71,27,2048,0.4489795918367347
80,3,2025-03-26,0-180min,104,33,1003,0.5182481751824818
80,4,2025-03-27,0-180min,80,33,1596,0.415929203539823
80,5,2025-03-28,0-180min,98,58,609,0.2564102564102564
80,6,2025-03-31,0-180min,118,29,636,0.6054421768707483
80,7,2025-04-01,0-180min,169,53,382,0.5225225225225225
80,8,2025-04-02,0-180min,202,48,393,0.616
80,9,2025-04-03,0-180min,112,41,406,0.46405228758169936
80,10,2025-04-04,0-180min,106,39,252,0.46206896551724136
80,11,2025-04-07,0-180min,125,13,392,0.8115942028985508
80,12,2025-04-08,0-180min,101,38,311,0.45323741007194246
80,13,2025-04-09,0-180min,118,17,238,0.7481481481481481
80,14,2025-04-10,0-180min,36,21,45,0.2631578947368421
80,15,2025-04-11,0-180min,77,38,316,0.3391304347826087
