subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
74,1,2025-03-24,0-30min,11,2,65,0.6923076923076923
74,2,2025-03-25,0-30min,7,6,111,0.07692307692307693
74,3,2025-03-26,0-30min,0,2,25,-1.0
74,4,2025-03-27,0-30min,13,10,42,0.13043478260869565
74,5,2025-03-28,0-30min,15,6,135,0.42857142857142855
74,6,2025-03-31,0-30min,11,5,46,0.375
74,7,2025-04-01,0-30min,16,3,75,0.6842105263157895
74,8,2025-04-02,0-30min,9,4,68,0.38461538461538464
74,9,2025-04-03,0-30min,12,5,60,0.4117647058823529
74,10,2025-04-04,0-30min,5,0,69,1.0
74,11,2025-04-07,0-30min,2,2,21,0.0
74,12,2025-04-08,0-30min,4,1,51,0.6
74,13,2025-04-09,0-30min,8,6,40,0.14285714285714285
74,14,2025-04-10,0-30min,12,1,47,0.8461538461538461
74,15,2025-04-11,0-30min,1,3,71,-0.5
