subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
77,1,2025-03-24,0-30min,12,3,43,0.6
77,2,2025-03-25,0-30min,6,8,24,-0.14285714285714285
77,3,2025-03-26,0-30min,14,8,35,0.2727272727272727
77,4,2025-03-27,0-30min,15,4,26,0.5789473684210527
77,5,2025-03-28,0-30min,11,4,47,0.4666666666666667
77,6,2025-03-31,0-30min,7,5,48,0.16666666666666666
77,7,2025-04-01,0-30min,18,6,29,0.5
77,8,2025-04-02,0-30min,9,5,30,0.2857142857142857
77,9,2025-04-03,0-30min,9,8,26,0.058823529411764705
77,10,2025-04-04,0-30min,7,5,52,0.16666666666666666
77,11,2025-04-07,0-30min,15,9,70,0.25
77,12,2025-04-08,0-30min,15,5,47,0.5
77,13,2025-04-09,0-30min,4,3,9,0.14285714285714285
77,14,2025-04-10,0-30min,3,2,26,0.2
77,15,2025-04-11,0-30min,12,4,25,0.5
