subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
76,1,2025-03-24,0-30min,7,10,101,-0.17647058823529413
76,2,2025-03-25,0-30min,14,16,42,-0.06666666666666667
76,3,2025-03-26,0-30min,11,10,47,0.047619047619047616
76,4,2025-03-27,0-30min,12,14,39,-0.07692307692307693
76,5,2025-03-28,0-30min,15,15,36,0.0
76,6,2025-03-31,0-30min,13,11,50,0.08333333333333333
76,7,2025-04-01,0-30min,16,20,45,-0.1111111111111111
76,8,2025-04-02,0-30min,15,11,27,0.15384615384615385
76,9,2025-04-03,0-30min,40,22,76,0.2903225806451613
76,10,2025-04-04,0-30min,38,24,59,0.22580645161290322
76,11,2025-04-07,0-30min,25,11,44,0.3888888888888889
76,12,2025-04-08,0-30min,77,7,48,0.8333333333333334
76,13,2025-04-09,0-30min,41,17,83,0.41379310344827586
76,14,2025-04-10,0-30min,7,3,27,0.4
76,15,2025-04-11,0-30min,51,8,67,0.7288135593220338
