subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
85,1,2025-03-24,0-30min,7,9,38,-0.125
85,2,2025-03-25,0-30min,9,12,49,-0.14285714285714285
85,3,2025-03-26,0-30min,11,7,31,0.2222222222222222
85,4,2025-03-27,0-30min,11,7,58,0.2222222222222222
85,5,2025-03-28,0-30min,4,2,39,0.3333333333333333
85,6,2025-03-31,0-30min,14,6,52,0.4
85,7,2025-04-01,0-30min,8,5,30,0.23076923076923078
85,8,2025-04-02,0-30min,6,10,103,-0.25
85,9,2025-04-03,0-30min,7,3,115,0.4
85,10,2025-04-04,0-30min,9,2,47,0.6363636363636364
85,11,2025-04-07,0-30min,10,4,68,0.42857142857142855
85,12,2025-04-08,0-30min,3,3,30,0.0
85,13,2025-04-09,0-30min,7,8,26,-0.06666666666666667
85,14,2025-04-10,0-30min,4,2,53,0.3333333333333333
85,15,2025-04-11,0-30min,6,10,15,-0.25
