subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
79,1,2025-03-24,0-180min,82,56,1231,0.18840579710144928
79,2,2025-03-25,0-180min,111,78,921,0.1746031746031746
79,3,2025-03-26,0-180min,84,49,869,0.2631578947368421
79,4,2025-03-27,0-180min,127,70,510,0.2893401015228426
79,5,2025-03-28,0-180min,147,76,631,0.3183856502242152
79,6,2025-03-31,0-180min,112,77,433,0.18518518518518517
79,7,2025-04-01,0-180min,110,72,476,0.2087912087912088
79,8,2025-04-02,0-180min,122,67,902,0.291005291005291
79,9,2025-04-03,0-180min,82,63,1002,0.1310344827586207
79,10,2025-04-04,0-180min,102,47,686,0.3691275167785235
79,11,2025-04-07,0-180min,106,70,813,0.20454545454545456
79,12,2025-04-08,0-180min,130,70,583,0.3
79,13,2025-04-09,0-180min,105,57,855,0.2962962962962963
79,14,2025-04-10,0-180min,83,54,474,0.2116788321167883
79,15,2025-04-11,0-180min,74,41,483,0.28695652173913044
