subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
88,1,2025-03-24,0-180min,39,6,226,0.7333333333333333
88,2,2025-03-25,0-180min,40,9,130,0.6326530612244898
88,3,2025-03-26,0-180min,34,8,159,0.6190476190476191
88,4,2025-03-27,0-180min,78,5,68,0.8795180722891566
88,5,2025-03-28,0-180min,32,8,121,0.6
88,6,2025-03-31,0-180min,42,12,96,0.5555555555555556
88,7,2025-04-01,0-180min,70,3,59,0.9178082191780822
88,8,2025-04-02,0-180min,76,18,94,0.6170212765957447
88,9,2025-04-03,0-180min,88,11,29,0.7777777777777778
88,10,2025-04-04,0-180min,111,4,23,0.9304347826086956
88,11,2025-04-07,0-180min,93,11,38,0.7884615384615384
88,12,2025-04-08,0-180min,68,14,40,0.6585365853658537
88,13,2025-04-09,0-180min,104,11,18,0.808695652173913
88,14,2025-04-10,0-180min,100,11,21,0.8018018018018018
88,15,2025-04-11,0-180min,80,12,39,0.7391304347826086
