subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
76,1,2025-03-24,0-180min,72,48,245,0.2
76,2,2025-03-25,0-180min,32,30,115,0.03225806451612903
76,3,2025-03-26,0-180min,55,46,177,0.0891089108910891
76,4,2025-03-27,0-180min,55,51,140,0.03773584905660377
76,5,2025-03-28,0-180min,71,43,168,0.24561403508771928
76,6,2025-03-31,0-180min,58,60,109,-0.01694915254237288
76,7,2025-04-01,0-180min,88,52,110,0.2571428571428571
76,8,2025-04-02,0-180min,125,46,99,0.4619883040935672
76,9,2025-04-03,0-180min,131,25,90,0.6794871794871795
76,10,2025-04-04,0-180min,109,48,100,0.3885350318471338
76,11,2025-04-07,0-180min,119,26,95,0.6413793103448275
76,12,2025-04-08,0-180min,125,14,88,0.7985611510791367
76,13,2025-04-09,0-180min,138,29,174,0.6526946107784432
76,14,2025-04-10,0-180min,68,35,112,0.32038834951456313
76,15,2025-04-11,0-180min,145,20,111,0.7575757575757576
