subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-24,0-180min,26,27,253,-0.018867924528301886
94,2,2025-03-25,0-180min,31,14,352,0.37777777777777777
94,3,2025-03-26,0-180min,35,25,469,0.16666666666666666
94,4,2025-03-27,0-180min,23,25,279,-0.041666666666666664
94,5,2025-03-28,0-180min,35,24,483,0.1864406779661017
94,6,2025-03-31,0-180min,24,40,301,-0.25
94,7,2025-04-01,0-180min,25,32,246,-0.12280701754385964
94,8,2025-04-02,0-180min,33,32,245,0.015384615384615385
94,9,2025-04-03,0-180min,25,38,295,-0.20634920634920634
94,10,2025-04-04,0-180min,25,48,342,-0.3150684931506849
94,11,2025-04-07,0-180min,48,49,337,-0.010309278350515464
94,12,2025-04-08,0-180min,39,24,375,0.23809523809523808
94,13,2025-04-09,0-180min,33,18,577,0.29411764705882354
94,14,2025-04-10,0-180min,36,32,469,0.058823529411764705
94,15,2025-04-11,0-180min,32,25,474,0.12280701754385964
