subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
79,1,2025-03-24,120-180min,22,18,218,0.1
79,2,2025-03-25,120-180min,26,14,369,0.3
79,3,2025-03-26,120-180min,36,14,339,0.44
79,4,2025-03-27,120-180min,38,21,189,0.288135593220339
79,5,2025-03-28,120-180min,28,20,306,0.16666666666666666
79,6,2025-03-31,120-180min,32,29,133,0.04918032786885246
79,7,2025-04-01,120-180min,42,29,198,0.18309859154929578
79,8,2025-04-02,120-180min,32,34,444,-0.030303030303030304
79,9,2025-04-03,120-180min,28,24,557,0.07692307692307693
79,10,2025-04-04,120-180min,22,19,303,0.07317073170731707
79,11,2025-04-07,120-180min,32,15,295,0.3617021276595745
79,12,2025-04-08,120-180min,35,36,172,-0.014084507042253521
79,13,2025-04-09,120-180min,30,17,560,0.2765957446808511
79,14,2025-04-10,120-180min,10,25,137,-0.42857142857142855
79,15,2025-04-11,120-180min,25,17,171,0.19047619047619047
