subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
91,1,2025-03-24,120-180min,55,36,173,0.2087912087912088
91,2,2025-03-25,120-180min,30,14,62,0.36363636363636365
91,3,2025-03-26,120-180min,52,16,380,0.5294117647058824
91,4,2025-03-27,120-180min,20,21,122,-0.024390243902439025
91,5,2025-03-28,120-180min,27,31,96,-0.06896551724137931
91,6,2025-03-31,120-180min,26,20,188,0.13043478260869565
91,7,2025-04-01,120-180min,22,14,45,0.2222222222222222
91,8,2025-04-02,120-180min,16,15,59,0.03225806451612903
91,9,2025-04-03,120-180min,23,38,58,-0.2459016393442623
91,10,2025-04-04,120-180min,18,51,22,-0.4782608695652174
91,11,2025-04-07,120-180min,9,21,17,-0.4
91,12,2025-04-08,120-180min,40,48,60,-0.09090909090909091
91,13,2025-04-09,120-180min,13,19,30,-0.1875
91,14,2025-04-10,120-180min,17,23,37,-0.15
91,15,2025-04-11,120-180min,18,30,40,-0.25
