subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-24,120-180min,45,10,216,0.6363636363636364
92,2,2025-03-25,120-180min,63,22,205,0.4823529411764706
92,3,2025-03-26,120-180min,38,24,237,0.22580645161290322
92,4,2025-03-27,120-180min,42,43,81,-0.011764705882352941
92,5,2025-03-28,120-180min,46,31,149,0.19480519480519481
92,6,2025-03-31,120-180min,67,40,159,0.2523364485981308
92,7,2025-04-01,120-180min,45,48,97,-0.03225806451612903
92,8,2025-04-02,120-180min,40,117,123,-0.49044585987261147
92,9,2025-04-03,120-180min,60,77,94,-0.12408759124087591
92,10,2025-04-04,120-180min,44,50,99,-0.06382978723404255
92,11,2025-04-07,120-180min,67,42,140,0.22935779816513763
92,12,2025-04-08,120-180min,45,72,144,-0.23076923076923078
92,13,2025-04-09,120-180min,50,40,108,0.1111111111111111
92,14,2025-04-10,120-180min,40,79,136,-0.3277310924369748
92,15,2025-04-11,120-180min,49,68,221,-0.1623931623931624
