subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
93,1,2025-03-24,120-180min,8,7,27,0.06666666666666667
93,2,2025-03-25,120-180min,52,52,127,0.0
93,3,2025-03-26,120-180min,41,24,149,0.26153846153846155
93,4,2025-03-27,120-180min,65,59,111,0.04838709677419355
93,5,2025-03-28,120-180min,84,41,157,0.344
93,6,2025-03-31,120-180min,40,36,146,0.05263157894736842
93,7,2025-04-01,120-180min,43,50,94,-0.07526881720430108
93,8,2025-04-02,120-180min,55,46,87,0.0891089108910891
93,9,2025-04-03,120-180min,48,46,76,0.02127659574468085
93,10,2025-04-04,120-180min,27,27,94,0.0
93,11,2025-04-07,120-180min,40,26,60,0.21212121212121213
93,12,2025-04-08,120-180min,48,26,88,0.2972972972972973
93,13,2025-04-09,120-180min,46,29,46,0.22666666666666666
93,14,2025-04-10,120-180min,51,62,61,-0.09734513274336283
93,15,2025-04-11,120-180min,48,54,61,-0.058823529411764705
