subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-24,120-180min,18,3,1520,0.7142857142857143
80,2,2025-03-25,120-180min,14,4,646,0.5555555555555556
80,3,2025-03-26,120-180min,28,7,509,0.6
80,4,2025-03-27,120-180min,16,6,845,0.45454545454545453
80,5,2025-03-28,120-180min,20,19,193,0.02564102564102564
80,6,2025-03-31,120-180min,34,8,211,0.6190476190476191
80,7,2025-04-01,120-180min,53,17,157,0.5142857142857142
80,8,2025-04-02,120-180min,48,14,119,0.5483870967741935
80,9,2025-04-03,120-180min,27,9,272,0.5
80,10,2025-04-04,120-180min,30,11,143,0.4634146341463415
80,11,2025-04-07,120-180min,52,2,105,0.9259259259259259
80,12,2025-04-08,120-180min,56,8,15,0.75
80,13,2025-04-09,120-180min,57,0,2,1.0
80,14,2025-04-10,120-180min,5,7,18,-0.16666666666666666
80,15,2025-04-11,120-180min,22,8,148,0.4666666666666667
