subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-24,120-180min,17,6,115,0.4782608695652174
94,2,2025-03-25,120-180min,3,5,125,-0.25
94,3,2025-03-26,120-180min,13,9,210,0.18181818181818182
94,4,2025-03-27,120-180min,10,13,124,-0.13043478260869565
94,5,2025-03-28,120-180min,14,7,192,0.3333333333333333
94,6,2025-03-31,120-180min,9,15,96,-0.25
94,7,2025-04-01,120-180min,11,8,98,0.15789473684210525
94,8,2025-04-02,120-180min,12,11,96,0.043478260869565216
94,9,2025-04-03,120-180min,8,15,116,-0.30434782608695654
94,10,2025-04-04,120-180min,13,11,142,0.08333333333333333
94,11,2025-04-07,120-180min,22,15,148,0.1891891891891892
94,12,2025-04-08,120-180min,7,4,189,0.2727272727272727
94,13,2025-04-09,120-180min,18,7,305,0.44
94,14,2025-04-10,120-180min,13,15,186,-0.07142857142857142
94,15,2025-04-11,120-180min,13,13,155,0.0
