subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
87,1,2025-03-24,0-180min,61,100,126,-0.2422360248447205
87,2,2025-03-25,0-180min,37,85,336,-0.39344262295081966
87,3,2025-03-26,0-180min,43,132,358,-0.5085714285714286
87,4,2025-03-27,0-180min,33,98,419,-0.4961832061068702
87,5,2025-03-28,0-180min,27,68,284,-0.43157894736842106
87,6,2025-03-31,0-180min,32,134,344,-0.6144578313253012
87,7,2025-04-01,0-180min,15,89,172,-0.7115384615384616
87,8,2025-04-02,0-180min,17,105,264,-0.7213114754098361
87,9,2025-04-03,0-180min,19,98,188,-0.6752136752136753
87,10,2025-04-04,0-180min,18,105,115,-0.7073170731707317
87,11,2025-04-07,0-180min,9,72,147,-0.7777777777777778
87,12,2025-04-08,0-180min,11,59,77,-0.6857142857142857
87,13,2025-04-09,0-180min,22,116,109,-0.6811594202898551
87,14,2025-04-10,0-180min,17,162,99,-0.8100558659217877
87,15,2025-04-11,0-180min,24,106,130,-0.6307692307692307
