subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
75,1,2025-03-24,0-180min,28,60,137,-0.36363636363636365
75,2,2025-03-25,0-180min,8,29,56,-0.5675675675675675
75,3,2025-03-26,0-180min,41,51,110,-0.10869565217391304
75,4,2025-03-27,0-180min,7,21,46,-0.5
75,5,2025-03-28,0-180min,9,25,60,-0.47058823529411764
75,6,2025-03-31,0-180min,30,25,125,0.09090909090909091
75,7,2025-04-01,0-180min,29,25,86,0.07407407407407407
75,8,2025-04-02,0-180min,26,14,56,0.3
75,9,2025-04-03,0-180min,38,35,83,0.0410958904109589
75,10,2025-04-04,0-180min,51,27,108,0.3076923076923077
75,11,2025-04-07,0-180min,7,19,24,-0.46153846153846156
75,12,2025-04-08,0-180min,9,18,69,-0.3333333333333333
75,13,2025-04-09,0-180min,19,17,76,0.05555555555555555
75,14,2025-04-10,0-180min,9,23,41,-0.4375
75,15,2025-04-11,0-180min,14,19,33,-0.15151515151515152
