subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
74,1,2025-03-24,0-180min,17,5,507,0.5454545454545454
74,2,2025-03-25,0-180min,7,6,677,0.07692307692307693
74,3,2025-03-26,0-180min,17,15,169,0.0625
74,4,2025-03-27,0-180min,28,11,509,0.4358974358974359
74,5,2025-03-28,0-180min,22,10,501,0.375
74,6,2025-03-31,0-180min,16,11,520,0.18518518518518517
74,7,2025-04-01,0-180min,33,6,457,0.6923076923076923
74,8,2025-04-02,0-180min,13,14,318,-0.037037037037037035
74,9,2025-04-03,0-180min,14,6,432,0.4
74,10,2025-04-04,0-180min,5,0,690,1.0
74,11,2025-04-07,0-180min,2,4,753,-0.3333333333333333
74,12,2025-04-08,0-180min,6,9,676,-0.2
74,13,2025-04-09,0-180min,11,10,551,0.047619047619047616
74,14,2025-04-10,0-180min,16,5,367,0.5238095238095238
74,15,2025-04-11,0-180min,1,3,668,-0.5
