subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
73,1,2025-03-24,0-180min,73,23,125,0.5208333333333334
73,2,2025-03-25,0-180min,50,13,76,0.5873015873015873
73,3,2025-03-26,0-180min,60,29,86,0.34831460674157305
73,4,2025-03-27,0-180min,74,3,52,0.922077922077922
73,5,2025-03-28,0-180min,68,6,54,0.8378378378378378
73,6,2025-03-31,0-180min,55,44,175,0.1111111111111111
73,7,2025-04-01,0-180min,122,14,82,0.7941176470588235
73,8,2025-04-02,0-180min,53,33,67,0.23255813953488372
73,9,2025-04-03,0-180min,63,28,129,0.38461538461538464
73,10,2025-04-04,0-180min,84,23,159,0.5700934579439252
73,11,2025-04-07,0-180min,54,7,78,0.7704918032786885
73,12,2025-04-08,0-180min,62,15,195,0.6103896103896104
73,13,2025-04-09,0-180min,65,20,175,0.5294117647058824
73,14,2025-04-10,0-180min,66,24,95,0.4666666666666667
73,15,2025-04-11,0-180min,75,20,141,0.5789473684210527
