subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
89,1,2025-03-24,0-180min,99,33,349,0.5
89,2,2025-03-25,0-180min,70,23,376,0.5053763440860215
89,3,2025-03-26,0-180min,47,32,338,0.189873417721519
89,4,2025-03-27,0-180min,69,29,425,0.40816326530612246
89,5,2025-03-28,0-180min,34,35,421,-0.014492753623188406
89,6,2025-03-31,0-180min,41,24,372,0.26153846153846155
89,7,2025-04-01,0-180min,33,9,257,0.5714285714285714
89,8,2025-04-02,0-180min,55,17,555,0.5277777777777778
89,9,2025-04-03,0-180min,51,10,326,0.6721311475409836
89,10,2025-04-04,0-180min,51,7,301,0.7586206896551724
89,11,2025-04-07,0-180min,43,22,216,0.3230769230769231
89,12,2025-04-08,0-180min,43,24,166,0.2835820895522388
89,13,2025-04-09,0-180min,52,25,157,0.35064935064935066
89,14,2025-04-10,0-180min,50,15,150,0.5384615384615384
89,15,2025-04-11,0-180min,56,12,194,0.6470588235294118
